Model ID,PubMed ID,Author,Year,Journal,Title,Primary Index Condition,Secondary Index Condition,Outcome,Model Sample Size,Cohort Sample Size,Number of Events,Follow-Up Duration,AUROC,Calibration Reported,Covariates,MH
08-001-48,19777072,Butler,2008,Circulation: Heart Failure,Incident heart failure prediction in the elderly: the health ABC heart failure score,Population Sample,N/A,Congestive Heart Failure (CHF),2935,2935,258,Long (> 6 months),0.73,Yes,"Age, Albumin, CHD, Creatinine, Glucose, Heart Rate, LVH, Smoking, SBP","Age Factors; Aged; Female; Follow-Up Studies; *Health Status; Heart Failure/*epidemiology; Humans; Incidence; Male; *Models, Statistical; Predictive Value of Tests; Prognosis; Retrospective Studies; Risk Factors; Survival Rate/trends; Time Factors; United States/epidemiology"
09-001-01,18823637,Koopman,2009,Journal of the Neurological Sciences,Development and validation of a predictive outcome score of cerebral venous thrombosis,Stroke,Central Venous Thrombosis (CVT),Functional Outcome,90,90,16,Long (> 6 months),0.81,No,"Age, CNS Infection, DVT, GCS Score, ICH, Sex, Malignancy, Mental Status","Adolescent; Adult; Aged; Aged, 80 and over; Area Under Curve; Female; Follow-Up Studies; Humans; Intracranial Thrombosis/complications/*epidemiology; Male; Middle Aged; Predictive Value of Tests; ROC Curve; Reproducibility of Results; Venous Thrombosis/complications/*epidemiology; Young Adult"
09-001-02,18922710,Yamaki,2009,European Journal of Vascular & Endovascular Surgery,Presence of lower limb deep vein thrombosis and prognosis in patients with symptomatic pulmonary embolism: preliminary report,Venous Thromboembolism (VTE),N/A,Composite (Non-MACE),203,203,118,Long (> 6 months),0.84,No,"Cancer, Anticoagulation, Leg Symptoms, Sex, DVT","Aged; Female; *Health Status Indicators; Humans; Lower Extremity/*blood supply; Male; Middle Aged; Odds Ratio; Pilot Projects; Predictive Value of Tests; Pressure; Prognosis; Prospective Studies; Pulmonary Embolism/etiology/mortality/*ultrasonography; ROC Curve; Risk Assessment; Risk Factors; Time Factors; *Ultrasonography, Doppler, Color; Venous Thromboembolism/complications/mortality/*ultrasonography; Venous Thrombosis/complications/mortality/*ultrasonography"
09-001-03,19081413,Chowdhary,2009,American Heart Journal,The Toronto score for in-hospital mortality after percutaneous coronary interventions,Coronary Artery Disease (CAD),Revascularization,Mortality,10694,16041,139,Short (< 3 months),0.933,Yes,"Age, Diabetes, Left Main Disease, LVEF, Multivessel Disease, NYHA Class, Thrombolysis, PCI, MI, Renal Insufficiency, Shock","Adult; Aged; Aged, 80 and over; Angioplasty, Balloon, Coronary/*mortality; Female; *Hospital Mortality; Humans; Male; Middle Aged; Multivariate Analysis; Ontario; Prospective Studies; Risk Assessment"
09-001-04,19219391,Capodanno,2009,Clinical Research in Cardiology,A novel approach to define risk of stent thrombosis after percutaneous coronary intervention with drug-eluting stents: the DERIVATION score,Coronary Artery Disease (CAD),Revascularization,Stent Thrombosis,1377,1377,39,Long (> 6 months),0.72,Yes,"ACS, LVEF, Bifurcation Lesion, Left Anterior Descending Artery as Treated Vessel, Number of Stents","Acute Coronary Syndrome/therapy; Aged; Angioplasty, Balloon, Coronary/*methods; Coronary Angiography; Databases, Factual; *Drug-Eluting Stents; Female; Follow-Up Studies; Forecasting/methods; Humans; Logistic Models; Male; Middle Aged; Multivariate Analysis; Platelet Aggregation Inhibitors/administration & dosage; Prognosis; Prospective Studies; Risk; Thrombosis/epidemiology/*etiology"
09-001-05,19238132,Oto,2009,European Journal of Physical & Rehabilitation Medicine,Predicting the chance of weaning dysphagic stroke patients from enteral nutrition: a multivariate logistic modelling study,Stroke,CVA,Functional Outcome,30,30,12,Moderate (3-6 months),0.926,No,"Age, Time from Onset, FIM-Cognition, FIM-Motor","Activities of Daily Living; Aged; Aged, 80 and over; Deglutition Disorders/etiology/*rehabilitation; Enteral Nutrition/adverse effects/*methods; Female; Humans; Logistic Models; Male; Middle Aged; Multivariate Analysis; Prognosis; Recovery of Function; Stroke/complications/*rehabilitation"
09-001-06,19240065,Vazquez,2009,European Heart Journal,The MUSIC Risk score: a simple method for predicting mortality in ambulatory patients with chronic heart failure,Congestive Heart Failure (CHF),N/A,Mortality,992,992,267,Long (> 6 months),0.76,Yes,"AF, eGFR, Hyponatremia, Left Atrial Size, LVEF, VT, NT-proBNP, Atherosclerotic Event, Troponin","Adolescent; Adult; Aged; Aged, 80 and over; Bundle-Branch Block/*mortality; Chronic Disease; Female; Heart Failure/*mortality; Humans; Male; Middle Aged; Models, Cardiovascular; Predictive Value of Tests; Prognosis; Prospective Studies; Risk Assessment; Young Adult"
09-001-07,19240065,Vazquez,2009,European Heart Journal,The MUSIC Risk score: a simple method for predicting mortality in ambulatory patients with chronic heart failure,Congestive Heart Failure (CHF),N/A,Mortality,992,992,213,Long (> 6 months),0.78,Yes,"eGFR, Hyponatremia, Left Atrial Size, LVEF, VT, NT-proBNP, Atherosclerotic Event, Troponin","Adolescent; Adult; Aged; Aged, 80 and over; Bundle-Branch Block/*mortality; Chronic Disease; Female; Heart Failure/*mortality; Humans; Male; Middle Aged; Models, Cardiovascular; Predictive Value of Tests; Prognosis; Prospective Studies; Risk Assessment; Young Adult"
09-001-08,19240065,Vazquez,2009,European Heart Journal,The MUSIC Risk score: a simple method for predicting mortality in ambulatory patients with chronic heart failure,Congestive Heart Failure (CHF),N/A,Mortality,992,992,123,Long (> 6 months),0.8,Yes,"eGFR, Hyponatremia, Left Atrial Size, LVEF, NT-proBNP, Troponin","Adolescent; Adult; Aged; Aged, 80 and over; Bundle-Branch Block/*mortality; Chronic Disease; Female; Heart Failure/*mortality; Humans; Male; Middle Aged; Models, Cardiovascular; Predictive Value of Tests; Prognosis; Prospective Studies; Risk Assessment; Young Adult"
09-001-09,19240065,Vazquez,2009,European Heart Journal,The MUSIC Risk score: a simple method for predicting mortality in ambulatory patients with chronic heart failure,Congestive Heart Failure (CHF),N/A,Mortality,992,992,90,Long (> 6 months),0.77,Yes,"LBBB or IVCD, Left Atrial Size, VT, NT-proBNP, Atherosclerotic Event","Adolescent; Adult; Aged; Aged, 80 and over; Bundle-Branch Block/*mortality; Chronic Disease; Female; Heart Failure/*mortality; Humans; Male; Middle Aged; Models, Cardiovascular; Predictive Value of Tests; Prognosis; Prospective Studies; Risk Assessment; Young Adult"
09-001-10,19243970,Antunes,2009,European Journal of Cardio-Thoracic Surgery,Risk-prediction for postoperative major morbidity in coronary surgery,Coronary Artery Disease (CAD),Revascularization,Stroke,4567,4567,114,Short (< 3 months),0.715,Yes,"Age, Cerebrovascular Disease, Sex, LV Dysfunction, Non-Elective Surgery, PVD",Acute Kidney Injury/epidemiology/etiology; Aged; Coronary Artery Bypass/*adverse effects/methods; Epidemiologic Methods; Female; Heart Failure/epidemiology/etiology; Humans; Male; Mediastinitis/epidemiology/etiology; Middle Aged; Portugal/epidemiology; Prognosis; Respiratory Insufficiency/epidemiology/etiology; Stroke/epidemiology/etiology; Treatment Outcome
09-001-11,19243970,Antunes,2009,European Journal of Cardio-Thoracic Surgery,Risk-prediction for postoperative major morbidity in coronary surgery,Coronary Artery Disease (CAD),Revascularization,Mediastinitis,4567,4567,55,Short (< 3 months),0.696,Yes,"BSA, Cardiomegaly, Diabetes, Smoking",Acute Kidney Injury/epidemiology/etiology; Aged; Coronary Artery Bypass/*adverse effects/methods; Epidemiologic Methods; Female; Heart Failure/epidemiology/etiology; Humans; Male; Mediastinitis/epidemiology/etiology; Middle Aged; Portugal/epidemiology; Prognosis; Respiratory Insufficiency/epidemiology/etiology; Stroke/epidemiology/etiology; Treatment Outcome
09-001-12,19243970,Antunes,2009,European Journal of Cardio-Thoracic Surgery,Risk-prediction for postoperative major morbidity in coronary surgery,Coronary Artery Disease (CAD),Revascularization,Renal Outcomes,4567,4567,256,Short (< 3 months),0.778,Yes,"Age, Creatinine",Acute Kidney Injury/epidemiology/etiology; Aged; Coronary Artery Bypass/*adverse effects/methods; Epidemiologic Methods; Female; Heart Failure/epidemiology/etiology; Humans; Male; Mediastinitis/epidemiology/etiology; Middle Aged; Portugal/epidemiology; Prognosis; Respiratory Insufficiency/epidemiology/etiology; Stroke/epidemiology/etiology; Treatment Outcome
09-001-13,19243970,Antunes,2009,European Journal of Cardio-Thoracic Surgery,Risk-prediction for postoperative major morbidity in coronary surgery,Coronary Artery Disease (CAD),Revascularization,Respiratory Failure,4567,4567,41,Short (< 3 months),0.787,Yes,"Age, Anemia, COPD, PVD, Smoking",Acute Kidney Injury/epidemiology/etiology; Aged; Coronary Artery Bypass/*adverse effects/methods; Epidemiologic Methods; Female; Heart Failure/epidemiology/etiology; Humans; Male; Mediastinitis/epidemiology/etiology; Middle Aged; Portugal/epidemiology; Prognosis; Respiratory Insufficiency/epidemiology/etiology; Stroke/epidemiology/etiology; Treatment Outcome
09-001-14,19243970,Antunes,2009,European Journal of Cardio-Thoracic Surgery,Risk-prediction for postoperative major morbidity in coronary surgery,Coronary Artery Disease (CAD),Revascularization,Congestive Heart Failure (CHF),4567,4567,256,Short (< 3 months),0.71,Yes,"Angina CCS Class, LV Dysfunction, Non-Elective Surgery, Previous Cardiac Surgery",Acute Kidney Injury/epidemiology/etiology; Aged; Coronary Artery Bypass/*adverse effects/methods; Epidemiologic Methods; Female; Heart Failure/epidemiology/etiology; Humans; Male; Mediastinitis/epidemiology/etiology; Middle Aged; Portugal/epidemiology; Prognosis; Respiratory Insufficiency/epidemiology/etiology; Stroke/epidemiology/etiology; Treatment Outcome
09-001-15,19243970,Antunes,2009,European Journal of Cardio-Thoracic Surgery,Risk-prediction for postoperative major morbidity in coronary surgery,Coronary Artery Disease (CAD),Revascularization,Composite (Non-MACE),4567,4567,411,Short (< 3 months),0.701,Yes,"Angina CCS Class, Cerebrovascular Disease, COPD, LV Dysfunction, Non-Elective Surgery, PVD, Previous Cardiac Surgery",Acute Kidney Injury/epidemiology/etiology; Aged; Coronary Artery Bypass/*adverse effects/methods; Epidemiologic Methods; Female; Heart Failure/epidemiology/etiology; Humans; Male; Mediastinitis/epidemiology/etiology; Middle Aged; Portugal/epidemiology; Prognosis; Respiratory Insufficiency/epidemiology/etiology; Stroke/epidemiology/etiology; Treatment Outcome
09-001-16,19249184,Giles,2009,Journal of Vascular Surgery,Risk prediction for perioperative mortality of endovascular vs open repair of abdominal aortic aneurysms using the Medicare population,Aortic Diseases,N/A,Mortality,22830,45660,1621,Short (< 3 months),0.726,No,"Age, Renal Insufficiency, CHF, ESRD, Sex, Open Repair, Vascular Disease","Age Factors; Aged; Aged, 80 and over; Aortic Aneurysm, Abdominal/*mortality/*surgery; Chi-Square Distribution; Comorbidity; Female; *Hospital Mortality; Humans; Logistic Models; Male; *Medicare; Predictive Value of Tests; ROC Curve; Risk Assessment; Risk Factors; United States/epidemiology"
09-001-17,19249423,Giraldez,2009,American Heart Journal,Baseline hemoglobin concentration and creatinine clearance composite laboratory index improves risk stratification in ST-elevation myocardial infarction,Coronary Artery Disease (CAD),Acute Coronary Syndrome (ACS),Mortality,14519,14519,,Short (< 3 months),0.738,No,"Creatinine, Hemoglobin",Aged; Creatinine/*blood; Female; Hemoglobins/*analysis; Humans; Male; Middle Aged; Multivariate Analysis; Myocardial Infarction/*blood/epidemiology/mortality; Odds Ratio; Risk Assessment/methods
09-001-18,19249635,Schnabel,2009,Lancet,Development of a risk score for atrial fibrillation (Framingham Heart Study): a community-based cohort study,Population Sample,N/A,Arrhythmia,4764,4764,457,Long (> 6 months),0.78,Yes,"Age, HF, Murmur, BMI, Sex, SBP, Antihypertensive Medication","Aged; Aged, 80 and over; Aging/*physiology; Atrial Fibrillation/*etiology/prevention & control/ultrasonography; Consumer Participation; Female; Heart Murmurs/*complications; Humans; Hypertension/*complications/drug therapy; Longitudinal Studies; Male; Middle Aged; Proportional Hazards Models; Risk Factors; Sex Factors"
09-001-19,19289663,Russo,2009,Archives of Surgery,Pretransplantation patient characteristics and survival following combined heart and kidney transplantation: an analysis of the United Network for Organ Sharing Database,Heart Transplant,N/A,Composite (Non-MACE),19383,19383,,Long (> 6 months),0.77,No,"VAD, Dialysis, PVD, Nonischemic Etiology, Age","Adult; Databases as Topic; Female; Glomerular Filtration Rate; Heart Failure/*surgery; Heart Transplantation/*mortality; Humans; Kaplan-Meier Estimate; Kidney Failure, Chronic/*surgery; Kidney Transplantation/*mortality; Male; Middle Aged; Proportional Hazards Models; Risk Factors; United States"
09-001-20,19327419,Negassa,2009,American Journal of Cardiology,A simple prognostic classification model for postprocedural complications after percutaneous coronary intervention for acute myocardial infarction (from the New York State percutaneous coronary intervention database),Coronary Artery Disease (CAD),Revascularization,Composite (Non-MACE),5385,5385,,Short (< 3 months),0.78,No,"Age, Shock, CHF, Diabetes","Aged; Angioplasty, Balloon, Coronary/*methods/*statistics & numerical data; Female; Follow-Up Studies; Hospital Mortality/trends; Humans; Incidence; Male; Middle Aged; Myocardial Infarction/radiography/*surgery; New York/epidemiology; Postoperative Complications/*classification/epidemiology; Prognosis; Registries/*statistics & numerical data; Retrospective Studies; Survival Rate"
09-001-21,19327431,Cygankiewicz,2009,American Journal of Cardiology,Risk stratification of mortality in patients with heart failure and left ventricular ejection fraction >35%,Congestive Heart Failure (CHF),N/A,Mortality,294,294,43,Long (> 6 months),,No,"Age, QT/RR, Heart Rate, VT, MI, QRS, SDNN, Turbulence, Ventricular Premature Beats","Adolescent; Adult; Aged; Aged, 80 and over; Electrocardiography, Ambulatory/methods; Female; Follow-Up Studies; Heart Failure/*mortality/physiopathology; Heart Rate/physiology; Humans; Kaplan-Meier Estimate; Male; Middle Aged; Prognosis; Proportional Hazards Models; Prospective Studies; Risk Assessment/*methods; Risk Factors; Spain/epidemiology; Stroke Volume/*physiology; Survival Rate/trends; Ventricular Function, Left/*physiology; Young Adult"
09-001-22,19332461,Subherwal,2009,Circulation,Baseline risk of major bleeding in non-ST-segment-elevation myocardial infarction: the CRUSADE (Can Rapid risk stratification of Unstable angina patients Suppress ADverse outcomes with Early implementation of the ACC/AHA Guidelines) Bleeding Score,Coronary Artery Disease (CAD),Acute Coronary Syndrome (ACS),Hemorrhage,71277,89134,6700,Short (< 3 months),0.71,No,"Hematocrit, Creatinine, Diabetes, Sex, Heart Rate, Vascular Disease, CHF, SBP","Acute Coronary Syndrome/*complications/mortality/physiopathology; Aged; Algorithms; Angina, Unstable/*complications; Blood Pressure; Creatinine; Diabetic Angiopathies/physiopathology; Female; Heart Rate; Hematocrit; Hemorrhage/classification/*epidemiology; Humans; Male; Middle Aged; Myocardial Infarction/*complications/mortality/physiopathology; Predictive Value of Tests; Risk Assessment; Risk Factors"
09-001-23,19341875,Beck,2009,Journal of Vascular Surgery,Predicting 1-year mortality after elective abdominal aortic aneurysm repair,Aortic Diseases,N/A,Mortality,748,748,43,Long (> 6 months),,Yes,"Age, Chronic Renal Insufficiency, COPD, Suprarenal Aortic Clamp Site","Age Factors; Aged; Aortic Aneurysm, Abdominal/complications/*mortality/pathology/*surgery; Constriction; Decision Support Techniques; Elective Surgical Procedures/mortality; Female; Heart Failure/complications/mortality; Humans; Male; New England/epidemiology; Patient Selection; Proportional Hazards Models; Prospective Studies; Pulmonary Disease, Chronic Obstructive/complications/mortality; Registries; Renal Insufficiency, Chronic/complications/mortality; Risk Assessment; Risk Factors; Time Factors; Treatment Outcome; Vascular Surgical Procedures/*mortality"
